CURVE,X,Y
301,260,1.6
297,99,0
297,100,0.7
297,120,0.9
297,130,0.9
297,140,1
297,150,1
297,160,1.1
297,170,1.1
297,180,1.2
297,190,1.2
297,200,1.3
297,220,1.3
297,230,1.4
297,270,1.4
297,280,1.5
270,99,0
270,100,0.7
270,120,0.9
270,130,0.9
270,150,1.1
270,160,1.1
270,170,1.2
270,180,1.2
270,190,1.3
270,210,1.3
270,220,1.4
270,250,1.4
270,260,1.5
53,99,0
53,100,0.47425
52,99,0
52,100,0.30488
51,99,0
51,100,0.06775
385,99,0
385,100,2.8
385,120,3.6
385,130,3.9
385,140,4.1
385,150,4.4
385,160,4.6
385,170,4.9
385,180,5
385,200,5.4
385,220,5.6
385,230,5.8
385,260,6.1
385,270,6.1
385,290,6.3
392,99,0
392,100,2.9
392,120,3.7
392,130,4
392,140,4.2
392,150,4.5
392,160,4.7
392,170,5
392,180,5.2
392,190,5.3
392,200,5.5
392,210,5.6
392,220,5.8
392,270,6.3
392,280,6.3
392,290,6.4
366,99,0
366,100,2.9
366,120,3.7
366,130,4
366,140,4.2
366,160,4.8
366,190,5.4
366,200,5.5
366,210,5.7
366,280,6.4
374,99,0
374,100,3
374,110,3.4
374,120,3.7
374,130,4.1
374,140,4.3
374,160,4.9
374,190,5.5
374,200,5.6
374,210,5.8
374,230,6
374,240,6.2
374,260,6.4
374,270,6.4
374,290,6.6
295,99,0
295,100,3
295,120,3.8
295,140,4.4
295,150,4.6
295,160,4.9
295,190,5.5
295,200,5.6
295,210,5.8
295,220,5.9
295,230,6.1
295,270,6.5
295,280,6.5
295,290,6.6
369,99,0
369,100,10.7
369,110,12.2
369,120,13.5
369,130,14.6
369,140,15.6
369,150,16.5
369,160,17.5
369,170,18.3
369,190,19.7
369,200,20.2
369,210,20.8
369,220,21.3
369,230,21.7
369,240,22.2
369,250,22.5
369,260,22.9
369,270,23.2
369,280,23.4
369,290,23.7
276,99,0
276,100,3.2
276,120,4
276,150,4.9
276,160,5.1
276,170,5.4
276,180,5.6
276,190,5.7
276,210,6.1
276,230,6.3
276,240,6.5
276,270,6.8
276,280,6.8
276,290,6.9
302,99,0
302,100,3.1
302,120,3.9
302,140,4.5
302,150,4.7
302,160,5
302,200,5.8
302,210,5.9
302,220,6.1
302,280,6.7
268,99,0
268,100,3.1
268,120,3.9
268,150,4.8
268,160,5
268,170,5.3
268,180,5.5
268,190,5.6
268,210,6
268,290,6.8
56,99,0
56,100,1
48,99,0
48,100,1
48,120,1
48,121,0
388,99,0
388,100,29.1
388,110,33
388,120,36.5
388,130,39.5
388,140,42.2
388,150,44.7
388,160,47.3
388,170,49.5
388,180,51.5
388,190,53.2
388,200,54.8
388,210,56.3
388,220,57.6
388,240,60
388,250,61
388,260,61.9
388,280,63.5
388,290,64.1
298,99,0
298,100,31
298,110,35.1
298,120,38.7
298,130,41.8
298,140,44.5
298,150,47.3
298,160,49.9
298,170,52.2
298,180,54.2
298,190,56
298,210,59.2
298,220,60.6
298,240,63
298,260,65
298,270,65.9
298,290,67.3
271,99,0
271,100,11.5
271,110,13
271,120,14.3
271,140,16.5
271,150,17.5
271,170,19.3
271,190,20.7
271,210,21.9
271,230,22.9
271,250,23.7
271,290,24.9
45,99,0
45,100,11.3
45,110,12.6
45,130,14.8
45,140,15.8
386,99,0
386,100,58.1
386,110,66
386,120,73.1
386,130,79.1
386,140,84.4
386,150,89.5
386,160,94.5
